Page URL,Image URL,File Size (KB),Dimensions,Format,Alt Text,Alt Text Quality Score,Decorative,Is Responsive,Loading Attribute,JS Lazy Pattern,Double Lazy,Compression Level,Optimization Score,Recommendations
https://mx.allabout.network/,/images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/,/images/hero-backdrop.webp,0,1440x513,webp,,100.00,Yes,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/,/images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/books/,../images/hero-backdrop.webp,0,1440x513,webp,,100.00,Yes,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/books/,../images/mx-title-graphic.webp,0,485x203,webp,MX: Machine Experience,100.00,No,No,eager,No,No,High,100.00,
https://mx.allabout.network/books/,../images/book-cover-3d.webp,0,274x475,webp,MX: The Intro — 3D book cover,100.00,No,No,eager,No,No,High,100.00,
https://mx.allabout.network/books/,../images/handbook-book.webp,0,304x443,webp,MX: The Handbook book cover,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/,../images/intro-book.webp,0,304x443,webp,MX: The Intro book cover,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/,../images/protocols-book.webp,0,304x443,webp,MX: The Protocols book cover,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/,../images/book-cover-3d.webp,0,274x475,webp,MX: The Intro — 3D perspective view,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/,../images/tom.webp,0,532x657,webp,Tom Cranstoun — The Machine Experience Authority,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/introduction.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/books/introduction.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/handbook.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/books/handbook.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/protocols.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/books/protocols.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/the-author.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/books/the-author.html,../images/avatars/tom-ddt-avatar.webp,0,160x160,webp,Tom Cranstoun,65.00,No,No,eager,No,No,High,100.00,
https://mx.allabout.network/books/the-author.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/training-vs-inference.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/books/training-vs-inference.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/footnotes.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/books/footnotes.html,/images/avatars/tom-avatar.webp,0,80x80,webp,Tom Cranstoun profile picture,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/footnotes.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/books/faq.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/learn/,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/learn/,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/learn/what-is-mx.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/learn/what-is-mx.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/learn/why-mx-matters.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/learn/why-mx-matters.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/learn/key-principles.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/learn/key-principles.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/learn/mx-principles.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/learn/mx-principles.html,/images/avatars/tom-avatar.webp,0,80x80,webp,Tom Cranstoun profile picture,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/learn/mx-principles.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/learn/benefits.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/learn/benefits.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/learn/explicit-over-implicit.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/learn/explicit-over-implicit.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/learn/common-mistakes.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/learn/common-mistakes.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/learn/accessibility-ai-convergence.html,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
https://mx.allabout.network/learn/accessibility-ai-convergence.html,../images/logo.webp,0,160x29,webp,CogNovaMX — Machine Experience,100.00,No,No,lazy,No,No,High,100.00,
https://mx.allabout.network/services/,../images/logo.webp,0,221x40,webp,CogNovaMX — Machine Experience,100.00,No,Yes,eager,No,No,High,100.00,
